"","id","PC","DE","QD","LE","TY","SP","FF","JF","CN"
"664",1,7919,"Bulevardul Primăverii","-",0.20735,"TR",27.17,36.5,2.22205,0.97
"665",1,7920,"Strada Dramaturg Jean Baptiste Moliere","-",0.14268,"TR",8.6,40,8.4263,0.9
"666",1,3395,"Strada Radu Beller","-",0.37636,"TR",5.32,36.1,9.29366,0.94
"667",1,3396,"Calea Floreasca","-",0.47715,"TR",9.52,36.9,8.62033,0.94
"668",1,3402,"Strada Nerva Traian","+",0.05116,"TR",25.87,30,0.32715,0.94
"669",1,7807,"Splaiul Unirii","+",0.27243,"TR",42.44,38.2,0,0.91
"670",1,7806,"Strada Alexandru Vlahuţă","+",0.06722,"TR",43.91,40,0,0.9
"671",1,7805,"Strada Panait Cerna","+",0.12694,"TR",46.79,40,0,0.9
"672",1,3401,"Bulevardul Mărăşeşti","+",0.19652,"TR",34.11,36.8,0.63476,0.93
"673",1,3400,"Bulevardul Unirii","+",0.29519,"TR",19.05,35.4,3.27895,0.96
"674",1,3399,"Strada Sfanta Viner","+",0.19551,"TR",22.53,34,2.16515,0.98
"675",1,7804,"Strada Strehaia","+",0.13318,"TR",27.73,39.8,1.98074,0.87
"676",1,7803,"Strada Matei Basarab","+",0.14737,"TR",10.25,27.4,5.14159,0.85
"677",1,3398,"Bulevardul Corneliu Coposu","+",0.18857,"TR",16.74,32.9,3.47903,0.81
"678",1,3406,"Splaiul Independenţei","+",0.05272,"TR",29.27,23.9,0,0.95
"679",1,3405,"Bulevardul Libertăţii","+",0.44402,"TR",19.41,33.7,2.91281,0.78
"680",1,3404,"Strada Bogdan Petriceicu-Haşdeu","+",0.59135,"TR",42.24,38.9,0,0.94
"681",1,3404,"Strada Bogdan Petriceicu-Haşdeu","-",0.05866,"TR",22.76,37.1,2.65755,0.77
"682",1,3405,"Bulevardul Libertăţii","-",0.5792,"TR",38.5,39.8,0.28333,0.78
"683",1,3406,"Splaiul Independenţei","-",0.45022,"TR",7.84,30.2,8.61087,0.8
"684",1,3398,"Bulevardul Corneliu Coposu","-",0.0381,"TR",11.52,28.4,2.71828,0.85
"685",1,7803,"Strada Matei Basarab","-",0.15047,"TR",13.95,33,3.14159,0.88
"686",1,7804,"Strada Strehaia","-",0.14737,"TR",16.07,30.3,4.21735,0.89
"687",1,3399,"Strada Sfanta Viner","-",0.13318,"TR",2.41,37,9.79337,0.95
"688",1,3400,"Bulevardul Unirii","-",0.21336,"TR",6.29,33.8,9.05747,0.86
"689",1,3401,"Bulevardul Mărăşeşti","-",0.35534,"TR",38.37,39.6,0.27073,0.85
"690",1,7805,"Strada Panait Cerna","-",0.11852,"TR",32.28,34.9,0.65381,0.94
"691",1,7806,"Strada Alexandru Vlahuţă","-",0.12694,"TR",31.85,40,1.12018,0.81
"692",1,7807,"Splaiul Unirii","-",0.12951,"TR",50,40,0,0.81
"693",1,3402,"Strada Nerva Traian","-",0.2613,"TR",15.56,34.3,3.99029,0.84
"694",1,3409,"P-ţa Universităţii","+",0.0285,"TR",19.54,29,1.93671,0.95
"695",1,7316,"Strada Batiştei","+",0.22264,"TR",36.2,46.7,1.39575,0.96
"696",1,18516,"Strada Ion Câmpineanu","+",0.04276,"TR",46.41,50.8,0.7512,0.96
"697",1,7315,"Strada Demetru I. Dobrescu","+",0.1545,"TR",51.39,54.5,0.49597,0.96
"698",1,3408,"Strada Constantin Alexandru Rosetti","+",0.18886,"TR",33.17,39.5,1.39255,0.96
"699",1,3408,"Strada Constantin Alexandru Rosetti","-",0.04144,"TR",7.18,40,2.71828,0.96
"700",1,7315,"Strada Demetru I. Dobrescu","-",0.14741,"TR",10.93,39.6,3.14159,0.92
"701",1,18516,"Strada Ion Câmpineanu","-",0.1545,"TR",11.11,53.2,3.14159,0.94
"702",1,7316,"Strada Batiştei","-",0.04276,"TR",6.36,50,3.14159,0.98
"703",1,3409,"P-ţa Universităţii","-",0.28311,"TR",7.71,37.3,8.93301,0.98
"704",1,3417,"Calea Dudeşti","+",0.04752,"TR",23.64,32,1.457,0.82
"705",1,7444,"Aleea Emil Botta","+",0.20151,"TR",26.76,40,2.22682,0.82
"706",1,3416,"Strada Nerva Traian","+",0.13947,"TR",9.82,32.5,5.14159,0.84
"707",1,3415,"Bulevardul Mircea Vodă","+",0.38984,"TR",44.07,40,0,0.79
"708",1,3415,"Bulevardul Mircea Vodă","-",0.19274,"TR",39.04,40,0.20791,0.86
"709",1,3416,"Strada Nerva Traian","-",0.21592,"TR",40.09,33.5,0,0.91
"710",1,7444,"Aleea Emil Botta","-",0.12057,"TR",24.38,37.9,2.41394,0.99
"711",1,3417,"Calea Dudeşti","-",0.24903,"TR",12.8,29,3.95819,0.97
"712",1,3420,"P-ţa Presei Libere","+",0.08862,"TR",15.35,26.3,2.62828,0.97
"713",1,7868,"Strada Tipografilor","+",0.59916,"TR",43.19,40,0,0.82
"714",1,7867,"Strada Băiculeşti","+",0.6325,"TR",47.44,40,0,0.81
"715",1,3419,"Strada Jiului","+",0.19627,"TR",40.39,40,0,0.85
"716",1,3419,"Strada Jiului","-",0.04004,"TR",48.49,40,0,0.84
"717",1,7867,"Strada Băiculeşti","-",0.25033,"TR",50,40,0,0.94
"718",1,7868,"Strada Tipografilor","-",0.54413,"TR",40.45,40,0,0.91
"719",1,3420,"P-ţa Presei Libere","-",0.68758,"TR",15.34,36.5,6.66026,0.94
"720",1,3411,"Bulevardul Basarabia","-",0.03942,"TR",44.86,30.2,0,0.87
"721",1,7145,"Aleea Budacu","-",0.11966,"TR",46.76,40,0,0.89
"722",1,7146,"Aleea Buchetului","-",0.25801,"TR",41.9,36.5,0,0.9
"723",1,7147,"Strada Constantin Brâncuşi","-",0.23208,"TR",34.3,30.2,0,0.88
"724",1,7148,"Aleea Barajul Cucuteni","-",0.10536,"TR",44.62,37.5,0,0.84
"725",1,3412,"Strada Liviu Rebreanu","-",0.39674,"TR",45.73,37.1,0,0.84
"726",1,7149,"Strada Lunca Bradului","-",0.36155,"TR",43.81,39.9,0,0.91
"727",1,7150,"Strada Prisaca Dornei","-",0.19664,"TR",26.8,38.9,2.03454,0.86
"728",1,7151,"Strada Rotundă","-",0.08018,"TR",27.35,40,2.09734,0.86
"729",1,7152,"Strada Postăvarul","-",0.38093,"TR",24.82,36.7,2.1039,0.83
"730",1,7153,"Aleea Rotundă","-",0.07559,"TR",25.87,35.7,1.66323,0.83
"731",1,3413,"Bulevardul Camil Ressu","-",0.25208,"TR",12.09,29.7,3.14159,0.87
"732",1,8435,"Strada Patrioţilor","-",0.14359,"TR",25.23,36,1.87672,0.76
"733",1,8436,"Strada Prevederii","-",0.22264,"TR",31.43,39,1.01963,0.78
"734",1,8437,"Strada Sold. Ştefan Constantin","-",0.19778,"TR",40.5,41,0.10662,0.77
"735",1,8438,"Strada Malva","-",0.27034,"TR",40.6,48.8,1.46154,0.77
"736",1,8439,"Splaiul Unirii","-",0.80574,"TR",35.01,43.6,1.71287,0.98
"737",1,3422,"P-ţa Protopopescu","-",0.10806,"TR",22.28,26.5,0.4014,0.83
"738",1,3424,"Strada Traian","-",0.27864,"TR",25.24,35.8,1.83679,0.89
"739",1,7453,"Strada Matei Voievod","-",0.18589,"TR",9.9,31.8,3.14159,0.89
"740",1,7454,"Strada Horei","-",0.1412,"TR",7.79,30.8,8.05959,0.93
"741",1,7455,"Strada Ion Andreescu","-",0.20808,"TR",15.79,40,3.14159,0.83
"742",1,7456,"Strada Mătăsari","-",0.14792,"TR",10.86,34.6,3.14159,0.84
"743",1,7457,"Strada Agricultori","-",0.02326,"TR",9.96,33,3.14159,0.83
"744",1,7458,"Intrarea Serg. Ion Tancu","-",0.11668,"TR",10.44,34.9,7.44056,0.85
"745",1,3423,"Şoseaua Mihai Bravu","-",0.23964,"TR",15.49,27.3,2.80753,0.86
"746",1,3423,"Şoseaua Mihai Bravu","+",0.05298,"TR",22.8,32.7,1.83409,0.8
"747",1,7458,"Intrarea Serg. Ion Tancu","+",0.18665,"TR",23.43,34.9,2.10995,0.8
"748",1,7457,"Strada Agricultori","+",0.11668,"TR",29.78,30.9,0.3149,0.83
"749",1,7456,"Strada Mătăsari","+",0.02326,"TR",31.75,33,0.32879,0.83
"750",1,7455,"Strada Ion Andreescu","+",0.14792,"TR",38.34,39.9,0.33899,0.8
"751",1,7454,"Strada Horei","+",0.20808,"TR",33.72,40,1.36498,0.8
"752",1,7453,"Strada Matei Voievod","+",0.18225,"TR",15.48,25.2,2.31968,0.86
"753",1,3424,"Strada Traian","+",0.14485,"TR",22.65,30.3,1.33409,0.8
"754",1,3422,"P-ţa Protopopescu","+",0.39724,"TR",27.53,35.4,1.1958,0.91
"755",1,8439,"Splaiul Unirii","+",0.09594,"TR",19.72,29.1,1.90643,0.99
"756",1,8438,"Strada Malva","+",0.71155,"TR",41.31,45,0.71208,0.96
"757",1,8437,"Strada Sold. Ştefan Constantin","+",0.27381,"TR",21.79,45.8,3.14159,0.79
"758",1,8436,"Strada Prevederii","+",0.21353,"TR",26.37,46.6,3.21433,0.8
"759",1,8435,"Strada Patrioţilor","+",0.20381,"TR",31.81,40,1.1281,0.79
"760",1,3413,"Bulevardul Camil Ressu","+",0.17014,"TR",11.06,30.1,3.14159,0.79
"761",1,7153,"Aleea Rotundă","+",0.22411,"TR",15.01,32.8,3.92166,0.8
"762",1,7152,"Strada Postăvarul","+",0.08305,"TR",10.59,29.6,3.14159,0.82
"763",1,7151,"Strada Rotundă","+",0.38105,"TR",36.06,39.4,0.7382,0.99
"764",1,7150,"Strada Prisaca Dornei","+",0.09264,"TR",40.06,40,0,0.97
"765",1,7149,"Strada Lunca Bradului","+",0.18637,"TR",41.48,38.5,0,0.99
"766",1,3412,"Strada Liviu Rebreanu","+",0.36264,"TR",29.02,37.5,1.9667,0.99
"767",1,7148,"Aleea Barajul Cucuteni","+",0.39566,"TR",30.56,38.5,1.11582,0.82
"768",1,7147,"Strada Constantin Brâncuşi","+",0.10663,"TR",7.85,32.8,5.14159,0.86
"769",1,7146,"Aleea Buchetului","+",0.44299,"TR",38.56,36.2,0,0.85
"770",1,7145,"Aleea Budacu","+",0.04602,"TR",8.93,36.2,8.18517,0.85
"771",1,3411,"Bulevardul Basarabia","+",0.16212,"TR",5.91,27.9,8.90156,0.87
"772",1,8163,"Strada Academiei","+",0.11005,"TR",21.79,31.4,1.82916,0.95
"773",1,3426,"P-ţa Universităţii","+",0.2645,"TR",8.88,26.9,5.14159,0.96
"774",1,3426,"P-ţa Universităţii","-",0.06687,"TR",20.56,23.8,0.08899,0.86
"775",1,8163,"Strada Academiei","-",0.22317,"TR",25.9,34.8,1.47521,0.79
"776",1,3427,"Calea Victoriei","-",0.11005,"TR",38.97,34.5,0,0.78
"777",1,8164,"Strada Actor Ion Brezoianu","-",0.28135,"TR",35.02,39.7,1.02461,0.88
"778",1,8165,"Strada Elie Radu","-",0.1792,"TR",36.4,40,0.78199,0.86
"779",1,3428,"Bulevardul Schitul Măgureanu","-",0.21506,"TR",20.97,38.6,3.29647,0.81
"780",1,7815,"Strada Constantin Silvestri","+",0.20148,"TR",28.74,38.9,1.60048,0.88
"781",1,7814,"Strada 11 Iunie","+",0.24533,"TR",22.68,31.5,2.43379,0.94
"782",1,7813,"Strada Justiţiei","+",0.06608,"TR",20.97,31.9,2.97933,0.97
"783",1,7812,"Strada Episcopul Chesarie","+",0.1793,"TR",22.25,40,3.20751,0.95
"784",1,3430,"Bulevardul Libertăţii","+",0.28093,"TR",20.66,36,3.70619,0.97
"785",1,3430,"Bulevardul Libertăţii","-",0.07767,"TR",19.85,37.5,3.39663,0.78
"786",1,7812,"Strada Episcopul Chesarie","-",0.20325,"TR",20.89,38.9,3.35627,0.77
"787",1,7813,"Strada Justiţiei","-",0.19483,"TR",12.04,34.9,6.4266,0.78
"788",1,7814,"Strada 11 Iunie","-",0.05054,"TR",14.79,31.1,3.7203,0.8
"789",1,7815,"Strada Constantin Silvestri","-",0.24533,"TR",20.4,34.5,3.55312,0.8
"790",1,3431,"Bulevardul Unirii","-",0.30703,"TR",8.76,38.1,8.79072,0.81
"791",1,3433,"Bulevardul Regina Elisabeta","-",0.03695,"TR",25.77,31.8,1.64772,0.96
"792",1,7826,"Strada Pompiliu Eliade","-",0.15662,"TR",38.05,34.9,0,0.96
"793",1,7827,"Strada Grigore Cobălcescu","-",0.15457,"TR",41.81,37.2,0,0.96
"794",1,7828,"Strada Gheorghe Lazăr","-",0.078,"TR",42.3,40,0,0.93
"795",1,7829,"Strada Constantin Stahi","-",0.14688,"TR",42.16,39.4,0,0.93
"796",1,3434,"Strada Ştirbei Vodă","-",0.08232,"TR",8.37,29.1,3.14159,0.95
"797",1,3434,"Strada Ştirbei Vodă","+",0.05214,"TR",17.57,34,3.43465,0.83
"798",1,7829,"Strada Constantin Stahi","+",0.04409,"TR",17.55,34,3.43991,0.83
"799",1,7828,"Strada Gheorghe Lazăr","+",0.49484,"TR",6.07,33.3,9.08034,0.91
"800",1,7827,"Strada Grigore Cobălcescu","+",0.17126,"TR",7.19,29.4,8.08232,0.91
"801",1,7826,"Strada Pompiliu Eliade","+",0.07822,"TR",12.76,32,5.05743,0.91
"802",1,3433,"Bulevardul Regina Elisabeta","+",0.17906,"TR",23.12,27.9,1.48903,0.93
"803",1,7137,"Strada Nicolae Teclu","+",0.5711,"TR",14.13,46.8,8.35351,0.88
"804",1,7136,"Strada Victor Brauner","+",0.79989,"TR",42.06,43.9,0.36544,0.73
"805",1,7135,"Strada Pericle Papahagi","+",0.34659,"TR",39.86,42.2,0.48148,0.79
"806",1,7134,"Drumul Lunca Jariştei","+",0.46158,"TR",39.38,50,1.8471,0.79
"807",1,7133,"Strada Jean Alexandru Steriadi","+",0.47558,"TR",18.87,49.4,7.51142,0.81
"808",1,7132,"Bulevardul 1 Decembrie 1918","+",0.42551,"TR",18.07,42.6,5.01002,0.79
"809",1,7131,"Strada Sold. Mihale N. Stelian","+",0.33773,"TR",24.84,46.5,3.48881,0.8
"810",1,3436,"Bulevardul Nicolae Grigorescu","+",0.41313,"TR",19.17,41.3,4.06874,0.8
"811",1,3436,"Bulevardul Nicolae Grigorescu","-",0.01783,"TR",18.42,36,3.52134,0.78
"812",1,7131,"Strada Sold. Mihale N. Stelian","-",0.4201,"TR",31.25,46.4,2.27721,0.82
"813",1,7132,"Bulevardul 1 Decembrie 1918","-",0.32861,"TR",25.72,40,2.45133,0.82
"814",1,7133,"Strada Jean Alexandru Steriadi","-",0.40923,"TR",42.77,46.7,0.73256,0.8
"815",1,7134,"Drumul Lunca Jariştei","-",0.47738,"TR",42.78,48.1,0.96165,0.85
"816",1,7135,"Strada Pericle Papahagi","-",0.46159,"TR",47.7,50,0.40072,0.96
"817",1,7136,"Strada Victor Brauner","-",0.34765,"TR",21.55,44.9,5.33638,0.98
"818",1,7137,"Strada Nicolae Teclu","-",0.79782,"TR",26.49,42.6,3.28845,0.99
"819",1,8546,"Valea Cascadelor","+",0.08641,"TR",28.34,30.9,0,0.89
"820",1,8545,"Valea Lungă","+",0.73898,"TR",23.93,40,3.49301,0.93
"821",1,3443,"Strada Valea Oltului","+",0.23681,"TR",12.72,37.9,5.14159,0.9
"822",1,7078,"Strada Moineşti","+",0.21722,"TR",16.66,35.1,3.82581,0.9
"823",1,7077,"Aleea Dealul Măcinului","+",0.16908,"TR",29.81,38.4,1.26681,0.95
"824",1,7076,"Aleea Lunca Cernei","+",0.33383,"TR",42,40,0,0.97
"825",1,7075,"Strada Romancierilor","+",0.26269,"TR",18.97,35.1,3.99595,0.96
"826",1,7074,"Strada Atmosferei","+",0.39746,"TR",36.07,40,0.85403,0.94
"827",1,3442,"Strada Braşov","+",0.29823,"TR",14.56,33.9,3.14159,0.93
"828",1,7073,"Strada Gheorghe Rostogolea","+",0.31406,"TR",45.01,38.4,0,0.89
"829",1,7072,"Strada Serg. Constantin Moise","+",0.19139,"TR",50,40,0,0.87
"830",1,7071,"Aleea Poiana Vadului","+",0.24177,"TR",41.8,36.4,0,0.88
"831",1,7070,"Aleea Valea Siretului","+",0.15308,"TR",50,40,0,0.89
"832",1,7069,"Strada Sibiu","+",0.33251,"TR",20.68,36.9,3.82208,0.9
"833",1,7068,"Strada Mihaela Ruxandra Marcu","+",0.238,"TR",26.37,34.9,1.37777,0.89
"834",1,3441,"Bulevardul G-Ral. Vasile Milea","+",0.23213,"TR",19.85,26.8,1.28023,0.92
"835",1,3440,"Bulevardul Geniului","+",0.61373,"TR",18.93,34.8,3.96562,0.97
"836",1,3446,"Şoseaua Mihai Bravu","+",0.07083,"TR",21.74,27.6,0.90205,0.82
"837",1,7241,"Calea Văcăreşti","+",0.26444,"TR",39.09,37.1,0,0.8
"838",1,7240,"Strada Baladei","+",0.25949,"TR",25.61,33.6,2.06738,0.96
"839",1,7239,"Calea Piscului","+",0.24099,"TR",23.24,29.3,1.79733,0.78
"840",1,7238,"Strada Vişana","+",0.19405,"TR",14.25,30,3.6962,0.88
"841",1,7237,"Aleea Trestiana","+",0.12244,"TR",29.38,40,1.65715,0.97
"842",1,7236,"Strada Trestiana","+",0.32434,"TR",28.29,40,1.89338,0.79
"843",1,3445,"Bulevardul Dimitrie Cantemir / Calea Şerban Vodă","+",0.23841,"TR",18.81,31.7,2.7132,0.81
"844",1,3445,"Bulevardul Dimitrie Cantemir / Calea Şerban Vodă","-",0.16026,"TR",10.21,32.9,3.14159,0.91
"845",1,7236,"Strada Trestiana","-",0.07815,"TR",42.81,40,0,0.9
"846",1,7237,"Aleea Trestiana","-",0.32434,"TR",50.72,40,0,0.89
"847",1,7238,"Strada Vişana","-",0.12244,"TR",57.25,40,0,0.87
"848",1,7239,"Calea Piscului","-",0.19405,"TR",30,30,0,0.87
"849",1,7240,"Strada Baladei","-",0.24099,"TR",24.56,30,1.57587,0.88
"850",1,7241,"Calea Văcăreşti","-",0.32322,"TR",18.81,32.1,3.59881,0.9
"851",1,3446,"Şoseaua Mihai Bravu","-",0.27533,"TR",10.13,30.2,5.14159,0.92
"852",1,3448,"Calea 13 Septembrie","-",0.04533,"TR",22.73,39.1,2.9744,0.8
"853",1,6972,"Strada Cedrilor","-",0.13611,"TR",26.63,40,2.25455,0.81
"854",1,3449,"StradaGheorgieni","-",0.2592,"TR",43.23,40,0,0.8
"855",1,6973,"Strada Rădiţei","-",0.14095,"TR",37.85,40,0.46734,0.8
"856",1,6974,"Strada Petre Marinescu","-",0.22007,"TR",9.45,40,8.75339,0.81
"857",1,3450,"Calea Rahovei / Bulevardul George Coşbuc","-",0.21034,"TR",4.95,33,9.27728,0.85
"858",1,3450,"Calea Rahovei / Bulevardul George Coşbuc","+",0.09763,"TR",26.32,36.1,1.63343,0.99
"859",1,6974,"Strada Petre Marinescu","+",0.14299,"TR",40.64,40,0,0.99
"860",1,6973,"Strada Rădiţei","+",0.19565,"TR",45.54,40,0,0.99
"861",1,3449,"StradaGheorgieni","+",0.13845,"TR",46.66,40,0,0.99
"862",1,6972,"Strada Cedrilor","+",0.25229,"TR",44.97,40,0,0.99
"863",1,3448,"Calea 13 Septembrie","+",0.18541,"TR",17.48,34.4,3.51831,0.99
"864",1,3440,"Bulevardul Geniului","-",0.02452,"TR",22.17,22,0,0.85
"865",1,3441,"Bulevardul G-Ral. Vasile Milea","-",0.52505,"TR",9.26,34.3,8.54734,0.85
"866",1,7068,"Strada Mihaela Ruxandra Marcu","-",0.26446,"TR",18.16,37.8,3.82766,0.86
"867",1,7069,"Strada Sibiu","-",0.19978,"TR",15.82,28.2,2.89279,0.84
"868",1,7070,"Aleea Valea Siretului","-",0.33506,"TR",44.59,40,0,0.88
"869",1,7071,"Aleea Poiana Vadului","-",0.1491,"TR",47.23,40,0,0.88
"870",1,7072,"Strada Serg. Constantin Moise","-",0.23626,"TR",19.23,36.4,4.25741,0.99
"871",1,7073,"Strada Gheorghe Rostogolea","-",0.18425,"TR",9.62,40,8.72732,0.9
"872",1,3442,"Strada Braşov","-",0.34798,"TR",7.42,35.7,8.9258,0.92
"873",1,7074,"Strada Atmosferei","-",0.28374,"TR",39.21,39.2,0,0.83
"874",1,7075,"Strada Romancierilor","-",0.39971,"TR",38.12,37.1,0,0.83
"875",1,7076,"Aleea Lunca Cernei","-",0.25514,"TR",40.6,40,0,0.82
"876",1,7077,"Aleea Dealul Măcinului","-",0.34083,"TR",12.06,40,7.63256,0.82
"877",1,7078,"Strada Moineşti","-",0.16584,"TR",9.32,34.1,7.14159,0.81
"878",1,3443,"Strada Valea Oltului","-",0.25892,"TR",8.26,35.7,7.14159,0.99
"879",1,8545,"Valea Lungă","-",0.19629,"TR",24.33,37.6,2.37517,0.81
"880",1,8546,"Valea Cascadelor","-",0.82219,"TR",43.7,39.9,0,0.99
"881",1,7393,"Strada Apusului","+",0.22971,"TR",6.29,29.9,8.90978,0.92
"882",1,7392,"Strada Ajustorului","+",0.2816,"TR",24.1,36.9,2.30901,0.95
"883",1,7391,"Strada Dezrobirii","+",0.30016,"TR",21.54,35.6,3.4339,0.96
"884",1,7390,"Strada Cetatea De Baltă","+",0.15616,"TR",13.97,35,5.22503,0.95
"885",1,7389,"Strada Dreptăţii","+",0.15362,"TR",15.17,40.2,5.9574,0.95
"886",1,7388,"Strada Dealul Ţugulea","+",0.19832,"TR",20.65,36,3.7069,0.99
"887",1,7387,"Strada Veteranilor","+",0.11603,"TR",13.58,40.2,6.83746,0.99
"888",1,7386,"Strada Partizanilor","+",0.15423,"TR",15.94,38.3,5.01233,0.99
"889",1,3459,"Şoseaua Virtuţii","+",0.11108,"TR",7.22,25.9,5.14159,0.98
"890",1,3459,"Şoseaua Virtuţii","-",0.04254,"TR",18.34,28.4,2.16158,0.82
"891",1,7386,"Strada Partizanilor","-",0.07362,"TR",17.64,34.1,3.43328,0.88
"892",1,7387,"Strada Veteranilor","-",0.15423,"TR",17.05,40,4.86248,0.89
"893",1,7388,"Strada Dealul Ţugulea","-",0.15751,"TR",27.14,36.8,2.28365,0.83
"894",1,7389,"Strada Dreptăţii","-",0.15683,"TR",18.27,41.9,4.71922,0.85
"895",1,7390,"Strada Cetatea De Baltă","-",0.15362,"TR",7.61,39.8,9.02668,0.96
"896",1,7391,"Strada Dezrobirii","-",0.15616,"TR",7.29,28.7,7.14159,0.98
"897",1,7392,"Strada Ajustorului","-",0.30016,"TR",9.31,39.7,8.76346,0.77
"898",1,7393,"Strada Apusului","-",0.2816,"TR",9.16,33.2,8.51114,0.9
"899",1,3460,"Drumul Mânăstirea Sihăstria","-",0.22971,"TR",8.54,39.6,8.87837,0.98
"900",1,3457,"P-ţa Alba Iulia","+",0.20127,"TR",30.15,34.9,1.18302,0.88
"901",1,7802,"Strada Lucian Blaga","+",0.41306,"TR",13.28,42.6,8.29341,0.99
"902",1,3456,"Strada Traian","+",0.3288,"TR",13.95,36.5,5.68082,0.82
"903",1,7801,"Strada Anton Pann","+",0.2873,"TR",10.95,44.7,7.14159,0.83
"904",1,3455,"Bulevardul Mircea Vodă","+",0.27453,"TR",12.52,40.4,5.14159,0.9
"905",1,3454,"P-ţa Unirii","+",0.63919,"TR",34.95,44.6,1.29636,0.91
"906",1,3453,"Bulevardul Regina Maria","+",0.25606,"TR",14.42,27.6,3.14159,0.87
"907",1,3452,"Bulevardul Libertăţii","+",0.85634,"TR",25.82,37.4,2.69351,0.87
"908",1,8673,"Drumul Taberei","+",0.01806,"TR",22,31,1.68302,0.71
"909",1,8672,"Aleea Poiana Mare","+",0.13861,"TR",18.26,36,3.5601,0.72
"910",1,8671,"Strada Poiana Câmpina","+",0.0836,"TR",10.98,34,6.86052,0.78
"911",1,3464,"Bulevardul Timişoara","+",0.09035,"TR",9.99,25.3,3.14159,0.8
"912",1,3463,"Bulevardul Iuliu Maniu","+",0.64711,"TR",31.04,38.3,0.96798,0.87
"913",1,7373,"Staţie de Benzină","+",0.34332,"TR",50,38.9,0,0.8
"914",1,3462,"Splaiul Independenţei","+",0.80401,"TR",9.85,38.5,8.63368,0.91
"915",1,3452,"Bulevardul Libertăţii","-",0.17037,"TR",24,28.3,1.3206,0.77
"916",1,3453,"Bulevardul Regina Maria","-",0.68885,"TR",9.45,40.2,8.76065,0.81
"917",1,3454,"P-ţa Unirii","-",0.25516,"TR",23.79,27.1,1.06201,0.96
"918",1,3455,"Bulevardul Mircea Vodă","-",0.63752,"TR",18.08,45.1,8.14159,0.96
"919",1,7801,"Strada Anton Pann","-",0.30557,"TR",43.04,47.3,0.78391,0.86
"920",1,3456,"Strada Traian","-",0.26895,"TR",11.94,41.9,5.14159,0.9
"921",1,7802,"Strada Lucian Blaga","-",0.31678,"TR",10.03,46.2,8.47444,0.92
"922",1,3457,"P-ţa Alba Iulia","-",0.59628,"TR",21.05,44.7,5.53376,0.95
"923",1,3462,"Splaiul Independenţei","-",0.05564,"TR",23.41,40,2.95462,0.75
"924",1,7373,"Staţie de Benzină","-",0.77406,"TR",11.88,39.9,8.37805,0.91
"925",1,3463,"Bulevardul Iuliu Maniu","-",0.32397,"TR",9.05,37.8,8.73367,0.91
"926",1,3464,"Bulevardul Timişoara","-",0.657,"TR",7.92,36.6,8.87443,0.88
"927",1,8671,"Strada Poiana Câmpina","-",0.06857,"TR",20.31,36.2,3.09711,0.91
"928",1,8672,"Aleea Poiana Mare","-",0.0836,"TR",21.61,40,3.34608,0.96
"929",1,8673,"Drumul Taberei","-",0.15667,"TR",16.4,29.2,2.91771,0.95
"930",1,3470,"Bulevardul Ghencea","+",0.02737,"TR",26.78,30,0.06428,0.94
"931",1,6981,"Strada Lacul Plopului","+",0.1145,"TR",57.45,44.1,0,0.9
"932",1,6980,"Strada Serg. Maj. Ion Nedeleanu","+",0.12911,"TR",21.51,50.7,5.25581,0.94
"933",1,6979,"Strada Conteşti","+",0.23905,"TR",40.99,40,0,0.93
"934",1,6978,"Strada Scriitor Mihail Sebastian","+",0.13352,"TR",31.85,29.9,0,0.89
"935",1,6977,"Strada Stanciu George Cristian","+",0.11932,"TR",48.21,45.5,0,0.86
"936",1,3469,"Strada Progresului","+",0.21956,"TR",45.8,36.7,0,0.86
"937",1,3468,"Şoseaua Panduri","+",0.37289,"TR",35.53,40.2,0.3605,0.83
"938",1,6976,"Strada Sabinelor","+",0.08891,"TR",42.3,48,1.03198,0.88
"939",1,3467,"Strada Izvor","+",0.2626,"TR",24.14,37.2,2.35144,0.88
"940",1,6975,"Strada Uranus","+",0.56851,"TR",41.8,53.6,1.91417,0.85
"941",1,3466,"Bulevardul Libertăţii","+",0.43872,"TR",38.28,48.8,1.34007,0.86
"942",1,3477,"P-ţa E. Hurmuzachi","+",0.08756,"TR",13.35,28.6,3.7235,0.9
"943",1,3476,"Strada Arhierul Calist","+",0.24141,"TR",43.91,39.4,0,0.98
"944",1,7482,"Strada Agricultori","+",0.18635,"TR",40.19,40,0,0.98
"945",1,7481,"Strada Matei Basarab","+",0.02966,"TR",30.55,40,1.40274,0.98
"946",1,3475,"Strada Delea Veche","+",0.24747,"TR",30.58,37.5,0.90783,0.97
"947",1,7480,"Strada Dumitru Ganovici","+",0.12681,"TR",37.23,40,0.60286,0.98
"948",1,7479,"Strada Popa Nan","+",0.14776,"TR",23.57,38.3,2.66419,0.99
"949",1,7478,"Intrarea Platon","+",0.16541,"TR",23.22,39.7,2.95262,0.98
"950",1,7477,"Strada Hagiului","+",0.12364,"TR",20.38,38,3.34446,0.99
"951",1,3474,"Strada Traian","+",0.11077,"TR",13.11,28.8,3.83026,0.91
"952",1,7476,"Strada Prof. Mitriţă Constantinescu","+",0.11097,"TR",17.49,32.2,3.16138,0.92
"953",1,7475,"Strada Fetiţelor","+",0.12592,"TR",8.67,35,8.68294,0.94
"954",1,3473,"Strada Sfantul Stefan","+",0.15576,"TR",7.36,36.2,8.44866,0.9
