"","id","PC","DE","QD","LE","TY","SP","FF","JF","CN"
"2287",1,6045,"Şoseaua Pipera","-",0.63203,"TR",35.21,37.1,0.4421,0.85
"2288",1,6055,"Prelungirea Ghencea / Bulevardul ghencea","+",0.03489,"TR",15.91,28,8.15484,0.97
"2289",1,7067,"Valea Călugărească","+",0.19035,"TR",9.47,35,8.54448,0.99
"2290",1,6054,"Drumul Taberei / Bulevardul 1 Mai","+",0.19169,"TR",7.31,32.5,8.82263,0.97
"2291",1,6053,"Drumul Taberei","+",0.49028,"TR",22.93,30.1,1.20406,0.87
"2292",1,7066,"Valea Florilor","+",0.18739,"TR",45.96,36.3,0,0.82
"2293",1,7065,"Aleea Poiana Muntelui","+",0.21703,"TR",39.46,36.4,0,0.82
"2294",1,6052,"Bulevardul Timişoara","+",0.17629,"TR",14.51,26.9,3.03391,0.86
"2295",1,6061,"Calea Plevnei","+",0.02657,"TR",25.65,40,2.46747,0.78
"2296",1,6060,"Podul Cotroceni","+",0.26104,"TR",13.63,35.7,5.14159,0.85
"2297",1,6058,"P-ţa Victoriei","+",0.05509,"TR",24.33,21,0,0.94
"2298",1,7323,"Strada Sevastopol","+",0.34933,"TR",20.44,37.2,3.91665,0.91
"2299",1,7322,"Strada Occidentului","+",0.12361,"TR",12.38,29.5,3.14159,0.87
"2300",1,6057,"Calea Griviţei","+",0.25009,"TR",8.89,35,8.64452,0.83
"2301",1,6052,"Bulevardul Timişoara","-",0.01685,"TR",24.37,28,0.19478,0.87
"2302",1,7065,"Aleea Poiana Muntelui","-",0.16539,"TR",26.48,38.7,2.07268,0.91
"2303",1,7066,"Valea Florilor","-",0.20168,"TR",22.54,39.6,3.08696,0.9
"2304",1,6053,"Drumul Taberei","-",0.21391,"TR",19.46,33,2.77761,0.9
"2305",1,6054,"Drumul Taberei / Bulevardul 1 Mai","-",0.47478,"TR",8.2,35.9,8.8007,0.97
"2306",1,7067,"Valea Călugărească","-",0.18746,"TR",14.48,38.1,5.80274,0.97
"2307",1,6055,"Prelungirea Ghencea / Bulevardul ghencea","-",0.22661,"TR",7.61,33.7,7.14159,0.82
"2308",1,6057,"Calea Griviţei","-",0.06532,"TR",35.33,38.3,0.67361,0.87
"2309",1,7322,"Strada Occidentului","-",0.23331,"TR",16.37,32.4,3.49709,0.87
"2310",1,7323,"Strada Sevastopol","-",0.12418,"TR",27.46,35.6,1.25588,0.88
"2311",1,6058,"P-ţa Victoriei","-",0.35533,"TR",19.23,33.6,3.71799,0.88
"2312",1,6060,"Podul Cotroceni","-",0.01512,"TR",13.94,38,6.09164,0.86
"2313",1,6061,"Calea Plevnei","-",0.27653,"TR",14.17,37.5,5.82513,0.86
"2314",1,6063,"P-ţa Eroilor","-",0.015,"TR",31.94,40,1.10049,0.85
"2315",1,7778,"Strada Dr. Nicolae Paulescu","-",0.21941,"TR",20.32,39.9,3.61392,0.85
"2316",1,6064,"Şoseaua Panduri","-",0.16247,"TR",9.07,31.5,7.14159,0.87
"2317",1,6070,"Calea Dorobanţilor","-",0.03845,"TR",25.26,30.4,0.61259,0.94
"2318",1,8043,"Strada Gen. Eremia Grigorescu","-",0.13566,"TR",26.03,36.4,1.75988,0.89
"2319",1,6071,"Bulevardul Gheorghe Magheru","-",0.2064,"TR",12.57,24.3,3.12327,0.87
"2320",1,8044,"Strada Nicolae Golescu","-",0.11147,"TR",15.14,25.5,2.50855,0.97
"2321",1,8045,"Strada Georges Clemenceau","-",0.09073,"TR",13.43,20.4,1.69214,0.74
"2322",1,6072,"Calea Victoriei","-",0.19016,"TR",9.52,19.2,3.02519,0.71
"2323",1,6076,"P-ţa Eroilor","+",0.05691,"TR",21.69,40,3.32823,0.71
"2324",1,7775,"Strada Demostene Atanasie","+",0.03641,"TR",30,30,0,0.71
"2325",1,7774,"Strada Ana Davila","+",0.1042,"TR",30,30,0,0.8
"2326",1,6075,"Bulevardul Eroilor Sanitari","+",0.13235,"TR",25.78,30,1.22307,0.8
"2327",1,7773,"Strada Dr. Leonte Anastasievici","+",0.18364,"TR",27.5,30,0.72379,0.92
"2328",1,6074,"Şoseaua Cotroceni","+",0.11796,"TR",22.43,24.4,0.70101,0.93
"2329",1,8043,"Strada Gen. Eremia Grigorescu","+",0.06241,"TR",21.68,23.5,0,0.78
"2330",1,6070,"Calea Dorobanţilor","+",0.16523,"TR",16.29,23.7,1.617,0.74
"2331",1,6068,"Bulevardul Lacul Tei / Strada Petricani","+",0.06934,"TR",22.03,33,2.10067,0.94
"2332",1,7957,"Strada Lăptari Tei","+",0.16632,"TR",8.35,31.2,8.56206,0.84
"2333",1,7956,"Şoseaua Ion Berindei","+",0.28479,"TR",5.01,30.8,9.20086,0.87
"2334",1,6067,"Şoseaua Colentina","+",0.1246,"TR",6.23,21,5.14159,0.92
"2335",1,7955,"Strada Sinaia","+",0.12907,"TR",19.97,31,2.25269,0.9
"2336",1,7954,"Strada Păncota","+",0.25605,"TR",19.06,37,3.51013,0.9
"2337",1,7953,"Strada Azuga","+",0.24617,"TR",28.94,40,1.75291,0.8
"2338",1,7952,"Strada Comarnic","+",0.15006,"TR",24.67,40,2.6815,0.79
"2339",1,7951,"Strada Buşteni","+",0.05792,"TR",13.99,40,6.56375,0.8
"2340",1,6066,"Strada Heliade","+",0.26904,"TR",25.02,40,3.25581,0.87
"2341",1,17547,"Strada Răuşeni","+",0.18755,"TR",35.05,40,1.07593,0.79
"2342",1,17546,"Strada Greblei","+",0.5904,"TR",50,40,0,0.79
"2343",1,17545,"Strada Torentului","+",0.84223,"TR",50,40,0,0.79
"2344",1,17545,"Strada Torentului","-",0.01329,"TR",47.27,40,0,0.84
"2345",1,17546,"Strada Greblei","-",0.80115,"TR",50,40,0,0.84
"2346",1,17547,"Strada Răuşeni","-",0.63119,"TR",50,40,0,0.9
"2347",1,6066,"Strada Heliade","-",0.21166,"TR",45.65,40,0,0.9
"2348",1,7951,"Strada Buşteni","-",0.23855,"TR",24.49,40,2.72024,0.92
"2349",1,7952,"Strada Comarnic","-",0.06764,"TR",26.1,40,2.36875,0.89
"2350",1,7953,"Strada Azuga","-",0.1401,"TR",36.85,39.5,0.58417,0.89
"2351",1,7954,"Strada Păncota","-",0.24805,"TR",15.56,35.1,4.24825,0.91
"2352",1,7955,"Strada Sinaia","-",0.25452,"TR",2.64,34,9.71694,0.95
"2353",1,6067,"Şoseaua Colentina","-",0.24298,"TR",8.34,26.9,7.14159,0.97
"2354",1,7956,"Şoseaua Ion Berindei","-",0.00906,"TR",23.51,37,2.46588,0.86
"2355",1,7957,"Strada Lăptari Tei","-",0.28479,"TR",26.16,40,2.35744,0.86
"2356",1,6068,"Bulevardul Lacul Tei / Strada Petricani","-",0.21552,"TR",15.37,30.2,3.14159,0.88
"2357",1,6074,"Şoseaua Cotroceni","-",0.05565,"TR",37.51,33,0,0.97
"2358",1,7773,"Strada Dr. Leonte Anastasievici","-",0.05336,"TR",37.9,34.5,0,0.98
"2359",1,6075,"Bulevardul Eroilor Sanitari","-",0.1847,"TR",30,30,0,0.99
"2360",1,7774,"Strada Ana Davila","-",0.13578,"TR",30,30,0,0.94
"2361",1,7775,"Strada Demostene Atanasie","-",0.10548,"TR",30,30,0,0.95
"2362",1,6076,"P-ţa Eroilor","-",0.08787,"TR",30,30,0,0.94
"2363",1,7958,"Strada Păncota","+",0.06595,"TR",6.66,21,8.25936,0.75
"2364",1,6079,"Strada Doamna Ghica","+",0.06339,"TR",5.12,23.9,8.88638,0.81
"2365",1,7959,"Strada Stolnicu Vasile","+",0.11609,"TR",28.73,31.1,0.66276,0.97
"2366",1,6078,"Strada Paharnicul Turturea","+",0.12321,"TR",34.88,32.7,0,0.96
"2367",1,7960,"Strada Ghinea Brătăşanu","+",0.30065,"TR",39.7,38.1,0,0.91
"2368",1,7960,"Strada Ghinea Brătăşanu","-",0.04293,"TR",38.24,37,0,0.91
"2369",1,6078,"Strada Paharnicul Turturea","-",0.25771,"TR",31.6,37.2,0.60685,0.95
"2370",1,7959,"Strada Stolnicu Vasile","-",0.12321,"TR",35.6,30.4,0,0.85
"2371",1,6079,"Strada Doamna Ghica","-",0.16327,"TR",18.36,30.9,3.52815,0.94
"2372",1,7958,"Strada Păncota","-",0.09822,"TR",18.77,29.4,2.25693,0.75
"2373",1,6088,"Strada Barbu Văcărescu","+",0.0382,"TR",21.96,29.3,1.28916,0.81
"2374",1,7941,"Strada Giuseppe Garibaldi","+",0.1525,"TR",39.15,40,0.18416,0.85
"2375",1,7940,"Strada Comp. Johann Sebastian Bach","+",0.12986,"TR",37.69,40,0.50244,0.84
"2376",1,6087,"Calea Floreasca","+",0.19601,"TR",9.91,33.9,7.14159,0.89
"2377",1,6085,"Strada Progresului","+",0.03379,"TR",37.48,31,0,0.98
"2378",1,6084,"Şoseaua Viilor","+",0.29603,"TR",25.44,38.9,2.33732,0.98
"2379",1,7786,"Strada Cuţitul De Argint","+",0.4793,"TR",40.52,39.6,0,0.83
"2380",1,6083,"P-ţa Gara Filaret","+",0.10084,"TR",49,40,0,0.95
"2381",1,6082,"Strada Fabrica De Chibrituri","+",0.10491,"TR",45.76,40,0,0.97
"2382",1,6081,"P-ţa Libertăţii","+",0.32767,"TR",42.9,40,0,0.96
"2383",1,6081,"P-ţa Libertăţii","-",0.04532,"TR",13.59,30,3.88634,0.9
"2384",1,6082,"Strada Fabrica De Chibrituri","-",0.28234,"TR",27.95,38.8,1.75993,0.91
"2385",1,6083,"P-ţa Gara Filaret","-",0.10491,"TR",41.25,39.3,0,0.89
"2386",1,7786,"Strada Cuţitul De Argint","-",0.10084,"TR",36.1,40,0.84801,0.84
"2387",1,6084,"Şoseaua Viilor","-",0.48418,"TR",8.89,37.7,8.75487,0.82
"2388",1,6085,"Strada Progresului","-",0.32982,"TR",21.14,37.1,3.74066,0.84
"2389",1,6087,"Calea Floreasca","-",0.02884,"TR",17.01,34,5.43656,0.91
"2390",1,7940,"Strada Comp. Johann Sebastian Bach","-",0.16717,"TR",17.14,39.5,4.67052,0.93
"2391",1,7941,"Strada Giuseppe Garibaldi","-",0.12986,"TR",18.94,41.8,4.33652,0.93
"2392",1,6088,"Strada Barbu Văcărescu","-",0.1907,"TR",8.98,32,5.14159,0.92
"2393",1,6098,"P-ţal Aviatorilor","+",0.04293,"TR",19.68,34.7,3.01142,0.96
"2394",1,8006,"Strada Emanoil Porumbaru","+",0.12264,"TR",15.77,39.6,3.14159,0.76
"2395",1,6097,"Şoseaua Kiseleff","+",0.20555,"TR",11.02,34.4,5.14159,0.76
"2396",1,8005,"Strada Barbu Delavrancea","+",0.1033,"TR",10.2,40,8.18297,0.77
"2397",1,6096,"P-ţa 1 Mai","+",0.24327,"TR",8.81,27.3,8.2268,0.9
"2398",1,6094,"Şoseaua Garii Catelu","+",0.08928,"TR",29.09,29,0,0.83
"2399",1,8102,"Strada Zimnicea","+",0.30493,"TR",35.45,40,0.33745,0.83
"2400",1,8101,"Strada Barcarolei","+",0.14627,"TR",35.33,40,0.36308,0.83
"2401",1,8100,"Strada Sold. Radu Tina","+",0.16844,"TR",47.16,40,0,0.71
"2402",1,8099,"Strada Culesului","+",0.16845,"TR",38.68,40,0,0.75
"2403",1,8098,"Strada Sold. Ion Pârjolescu","+",0.12831,"TR",31.38,40,1.22163,0.83
"2404",1,8097,"Strada Rulmentului","+",0.13573,"TR",33.88,40,0.67829,0.83
"2405",1,8096,"Strada Mălureni","+",0.15388,"TR",48.31,40,0,0.75
"2406",1,8095,"Strada Sold. Marin Nicolae","+",0.15901,"TR",36.03,40,0.21029,0.91
"2407",1,8094,"Strada Sold. Grigore Iancu","+",0.13702,"TR",47.06,40,0,0.96
"2408",1,8093,"Strada Depozitului","+",0.13311,"TR",44.89,40,0,0.95
"2409",1,8092,"Strada Confederaţiei","+",0.14179,"TR",47.73,40,0,0.91
"2410",1,8091,"Strada Grindelului","+",0.09264,"TR",22.26,40,3.20477,0.85
"2411",1,6093,"Şoseaua Dudeşti Pantelimon","+",0.91217,"TR",33.85,40,0.68376,0.86
"2412",1,6093,"Şoseaua Dudeşti Pantelimon","-",0.01293,"TR",20.31,26,0.89924,0.98
"2413",1,8091,"Strada Grindelului","-",0.8878,"TR",46.27,40.3,0,0.97
"2414",1,8092,"Strada Confederaţiei","-",0.09264,"TR",44.85,40,0,0.95
"2415",1,8093,"Strada Depozitului","-",0.14179,"TR",43.14,40,0,0.94
"2416",1,8094,"Strada Sold. Grigore Iancu","-",0.13311,"TR",23.5,40,2.93471,0.95
"2417",1,8095,"Strada Sold. Marin Nicolae","-",0.13702,"TR",34.21,40,0.60678,0.94
"2418",1,8096,"Strada Mălureni","-",0.15901,"TR",32.27,40,1.02819,0.91
"2419",1,8097,"Strada Rulmentului","-",0.15388,"TR",48.72,40,0,0.86
"2420",1,8098,"Strada Sold. Ion Pârjolescu","-",0.13573,"TR",52.19,40,0,0.81
"2421",1,8099,"Strada Culesului","-",0.12831,"TR",47.71,40,0,0.81
"2422",1,8100,"Strada Sold. Radu Tina","-",0.16845,"TR",44.96,40,0,0.8
"2423",1,8101,"Strada Barcarolei","-",0.16844,"TR",52.63,40,0,0.8
"2424",1,8102,"Strada Zimnicea","-",0.14627,"TR",48.06,40,0,0.71
"2425",1,6094,"Şoseaua Garii Catelu","-",0.39421,"TR",42.9,37.2,0,0.71
"2426",1,6096,"P-ţa 1 Mai","-",0.05393,"TR",14.04,23,2.25314,0.94
"2427",1,8005,"Strada Barbu Delavrancea","-",0.19632,"TR",10.58,22.2,3.37686,0.96
"2428",1,6097,"Şoseaua Kiseleff","-",0.15491,"TR",8.09,32.6,5.14159,0.97
"2429",1,8006,"Strada Emanoil Porumbaru","-",0.15394,"TR",8.36,40,8.91853,0.97
"2430",1,6098,"P-ţal Aviatorilor","-",0.15548,"TR",5.8,31.9,9.08445,0.97
"2431",1,6101,"Strada Bogdan Petriceicu-Haşdeu","+",0.03835,"TR",23.49,37,2.46916,0.94
"2432",1,6100,"Calea 13 Septembrie","+",0.80369,"TR",24.54,44.2,3.2773,0.94
"2433",1,6100,"Calea 13 Septembrie","-",0.18974,"TR",34.67,45.9,1.5592,0.83
"2434",1,6101,"Strada Bogdan Petriceicu-Haşdeu","-",0.68922,"TR",33.08,40.5,1.59296,0.85
"2435",1,6104,"Bulevardul Poligrafiei","+",0.0247,"TR",44.47,39,0,0.82
"2436",1,7875,"Strada Dridu","+",0.14212,"TR",28.03,35.7,1.13822,0.82
"2437",1,7874,"Strada Cornăsel","+",0.10143,"TR",42.25,45.9,0.69175,0.82
"2438",1,7873,"Strada Nataţiei","+",0.1367,"TR",22.69,41.5,3.31228,0.82
"2439",1,7872,"Strada Mihăileni","+",0.24286,"TR",50,40,0,0.86
"2440",1,7871,"Strada Epureşti","+",0.08678,"TR",49.67,40,0,0.82
"2441",1,7870,"Strada Bârgăului","+",0.14805,"TR",48.06,40,0,0.82
"2442",1,7869,"Strada Neatârnării","+",0.15782,"TR",44.11,40,0,0.82
"2443",1,6103,"Bulevardul Bucureşti Noi","+",0.36366,"TR",16.22,31.9,4.69864,0.83
"2444",1,6103,"Bulevardul Bucureşti Noi","-",0.07101,"TR",25.91,31.1,0.61185,0.94
"2445",1,7869,"Strada Neatârnării","-",0.27237,"TR",42.71,40,0,0.98
"2446",1,7870,"Strada Bârgăului","-",0.15782,"TR",38.43,40,0.34029,0.98
"2447",1,7871,"Strada Epureşti","-",0.14805,"TR",38.19,40,0.3939,0.95
"2448",1,7872,"Strada Mihăileni","-",0.08678,"TR",39.11,40,0.19387,0.92
"2449",1,7873,"Strada Nataţiei","-",0.24286,"TR",50,40,0,0.95
"2450",1,7874,"Strada Cornăsel","-",0.1367,"TR",42.4,36.7,0,0.95
"2451",1,7875,"Strada Dridu","-",0.10143,"TR",30,30,0,0.95
"2452",1,6104,"Bulevardul Poligrafiei","-",0.16683,"TR",39.29,39.4,0.02527,0.94
"2453",1,6113,"Strada Maica Domnului","+",0.03694,"TR",9,27,6.12345,0.71
"2454",1,7942,"Strada Silozului","+",0.15153,"TR",9.26,30.4,7.0368,0.71
"2455",1,6112,"Şoseaua Ştefan cel Mare","+",0.1865,"TR",2.86,22.1,9.4026,0.75
"2456",1,6112,"Şoseaua Ştefan cel Mare","-",0.03304,"TR",13.99,28,5.43656,0.79
"2457",1,7942,"Strada Silozului","-",0.15345,"TR",11.45,32.4,6.08738,0.95
"2458",1,6113,"Strada Maica Domnului","-",0.18848,"TR",13.46,32.5,4.74855,0.96
"2459",1,6110,"Bulevardul Carol I / Strada Dianei","+",0.03584,"TR",7.81,26.6,2.71828,0.92
"2460",1,8042,"Strada Italiană","+",0.25038,"TR",20.13,22,0.73932,0.87
"2461",1,8041,"Strada Batiştei","+",0.17959,"TR",11.61,21.6,2.81507,0.76
"2462",1,8040,"Strada Thomas Masaryk","+",0.06767,"TR",15.35,29.7,3.32373,0.92
"2463",1,6109,"Strada Rosetti Maria","+",0.2204,"TR",11.36,28.3,3.14159,0.92
"2464",1,8039,"Strada Viitorului","+",0.16768,"TR",6.8,34.8,9.0011,0.93
"2465",1,6108,"P-ţa Gemeni","+",0.19486,"TR",6.62,21,5.82061,0.8
"2466",1,8038,"Strada Luminei","+",0.09907,"TR",18,32.4,3.86473,0.7
"2467",1,6107,"Strada Mihai Eminescu","+",0.04748,"TR",11.44,24.9,3.65447,0.71
"2468",1,8037,"Strada Domniţa Ruxandra","+",0.13975,"TR",7.93,33.1,8.73208,0.74
"2469",1,8036,"Strada Mărgăritarilor","+",0.1281,"TR",34.72,35.3,0.14171,0.83
"2470",1,8035,"Strada Badea Cârţan","+",0.17481,"TR",28.32,31.5,0.8766,0.81
"2471",1,8034,"Intrarea Galaţi","+",0.11811,"TR",22.34,29.7,1.27571,0.84
"2472",1,6106,"Şoseaua Ştefan cel Mare","+",0.10685,"TR",14.66,22.8,1.95859,0.84
"2473",1,6116,"Bulevardul Constantin Brâncoveanu","+",0.09789,"TR",23.49,37.5,2.55413,0.83
"2474",1,7360,"Strada Pogoanele","+",0.23245,"TR",16.53,39.6,5.04014,0.85
"2475",1,7359,"Strada Izvorul Oltului","+",0.01137,"TR",30.59,40,1.39449,0.97
"2476",1,7358,"Strada Uioara","+",0.26601,"TR",36.05,40,0.85933,0.95
"2477",1,7357,"Strada Lt. Paius Vasile","+",0.09102,"TR",41.3,40,0,0.87
"2478",1,7356,"Strada Reşiţa","+",0.28737,"TR",24.59,37.5,2.99267,0.91
"2479",1,7355,"Strada Roşiori","+",0.07472,"TR",21.23,30,2.54091,0.89
"2480",1,7354,"Strada Gociu Tudor","+",0.15358,"TR",30.44,40,1.42698,0.89
"2481",1,6115,"Şoseaua Giurgiului","+",0.31789,"TR",3.14,32.4,9.60005,0.92
"2482",1,6106,"Şoseaua Ştefan cel Mare","-",0.03113,"TR",16.98,25,1.74644,0.88
"2483",1,8034,"Intrarea Galaţi","-",0.07571,"TR",22.83,30.2,1.25942,0.84
"2484",1,8035,"Strada Badea Cârţan","-",0.11811,"TR",24.12,32.2,1.37066,0.85
"2485",1,8036,"Strada Mărgăritarilor","-",0.17481,"TR",28.28,31.2,0.81341,0.76
"2486",1,8037,"Strada Domniţa Ruxandra","-",0.1281,"TR",27.12,33.6,1.67822,0.71
"2487",1,6107,"Strada Mihai Eminescu","-",0.13975,"TR",16.25,28.6,2.84396,0.71
"2488",1,8038,"Strada Luminei","-",0.04748,"TR",14.44,26.1,2.88577,0.71
"2489",1,6108,"P-ţa Gemeni","-",0.09907,"TR",8.48,18.2,3.21286,0.71
"2490",1,8039,"Strada Viitorului","-",0.23849,"TR",7.6,26.1,8.41763,0.96
"2491",1,6109,"Strada Rosetti Maria","-",0.19054,"TR",9.53,33.1,7.14159,0.99
"2492",1,8040,"Strada Thomas Masaryk","-",0.19755,"TR",22.64,32.1,1.75022,0.84
"2493",1,8041,"Strada Batiştei","-",0.06767,"TR",18.61,32.4,2.89542,0.84
"2494",1,8042,"Strada Italiană","-",0.20725,"TR",16.36,32.1,3.45064,0.98
"2495",1,6110,"Bulevardul Carol I / Strada Dianei","-",0.15734,"TR",9.13,33.7,3.14159,0.89
"2496",1,6119,"Strada Lizeanu","+",0.01714,"TR",16.44,27,2.43486,0.77
"2497",1,7947,"Strada Pârgarilor","+",0.04132,"TR",19.47,32.9,2.75611,0.78
"2498",1,7946,"Strada Ispravnicului","+",0.16206,"TR",15.73,35.6,4.30719,0.92
"2499",1,7945,"Strada Scheiul De Jos","+",0.10524,"TR",15.99,37,4.59498,0.76
"2500",1,7944,"Strada Alexandru Cel Bun","+",0.10633,"TR",9.22,38.3,8.24883,0.76
"2501",1,7943,"Bulevardul Ghica Tei","+",0.1166,"TR",15.62,37.6,4.99768,0.77
"2502",1,6118,"Strada Lacul Tei","+",0.19469,"TR",13.08,26.5,3.14159,0.78
"2503",1,6118,"Strada Lacul Tei","-",0.01863,"TR",15,27,2.89855,0.71
"2504",1,7943,"Bulevardul Ghica Tei","-",0.17606,"TR",17.97,30.6,3.58821,0.71
"2505",1,7944,"Strada Alexandru Cel Bun","-",0.1166,"TR",18,37,2.9,0.7
"2506",1,7945,"Strada Scheiul De Jos","-",0.10633,"TR",15.37,37,4.96561,0.71
"2507",1,7946,"Strada Ispravnicului","-",0.10524,"TR",19.6,32,2.55535,0.86
"2508",1,7947,"Strada Pârgarilor","-",0.16206,"TR",19.13,34.4,3.10211,0.82
"2509",1,6119,"Strada Lizeanu","-",0.05846,"TR",14.99,27.7,3.04962,0.83
"2510",1,6115,"Şoseaua Giurgiului","-",0.01451,"TR",9.34,27,3.14159,0.98
"2511",1,7354,"Strada Gociu Tudor","-",0.30338,"TR",20.12,38.4,3.45943,0.97
"2512",1,7355,"Strada Roşiori","-",0.15358,"TR",26.5,40,2.28327,0.99
"2513",1,7356,"Strada Reşiţa","-",0.10808,"TR",17.82,30,2.66123,0.99
"2514",1,7357,"Strada Lt. Paius Vasile","-",0.25402,"TR",29.41,39.4,2.20513,0.98
"2515",1,7358,"Strada Uioara","-",0.09102,"TR",44.02,40,0,0.97
"2516",1,7359,"Strada Izvorul Oltului","-",0.26601,"TR",41.51,40,0,0.95
"2517",1,7360,"Strada Pogoanele","-",0.01137,"TR",25.76,40,2.44257,0.95
"2518",1,6116,"Bulevardul Constantin Brâncoveanu","-",0.33035,"TR",8.96,37.8,8.74727,0.99
"2519",1,6125,"Calea Moşilor","+",0.01425,"TR",8.21,29,5.43656,0.87
"2520",1,7270,"Strada Episcopul Radu","+",0.18926,"TR",8.7,31.2,7.66883,0.84
"2521",1,7269,"Strada Dragoş Vodă","+",0.17462,"TR",30.14,29.1,0,0.82
"2522",1,7268,"Strada Toamnei","+",0.10091,"TR",37.01,35,0,0.82
"2523",1,6124,"Strada Viitorului","+",0.14636,"TR",17.55,27,2.07809,0.91
"2524",1,6123,"Strada Lascar Vasile","+",0.15267,"TR",9.08,29.1,3.14159,0.91
"2525",1,7267,"Strada Icoanei","+",0.09303,"TR",22.15,24,0,0.91
"2526",1,6122,"Strada Tunari","+",0.27932,"TR",20.53,29.7,1.80713,0.84
"2527",1,7266,"Strada Aurel Vlaicu","+",0.10375,"TR",20.4,28,1.42963,0.82
"2528",1,7265,"Strada Polonă","+",0.21754,"TR",10.89,26.9,3.14159,0.85
"2529",1,6121,"Calea Dorobanţilor / Strada Gheorge Enescu","+",0.30183,"TR",4.67,27.5,9.15614,0.94
"2530",1,6125,"Calea Moşilor","-",0.08577,"TR",11.75,28.7,3.14159,0.87
"2531",1,6130,"Calea Griviţei","+",0.0539,"TR",4.2,36.1,9.48264,0.92
"2532",1,7834,"Strada Luigi Cazzavillan","+",0.10413,"TR",5.22,28.8,8.45459,0.98
"2533",1,7833,"Strada Popa Tatu","+",0.18723,"TR",7.57,35.4,5.14159,0.98
"2534",1,7832,"Strada Horaţiu","+",0.1647,"TR",24.17,30,1.68943,0.87
"2535",1,6129,"Strada Berzei","+",0.1324,"TR",16.2,21.7,2.20365,0.88
"2536",1,6128,"Bulevardul Dinicu Golescu","+",0.12809,"TR",15.97,25.9,2.32756,0.87
"2537",1,7831,"Strada Făgăraş","+",0.19848,"TR",16.17,36.4,3.14159,0.95
"2538",1,7830,"Strada Ştefan Furtună","+",0.22532,"TR",18.8,40,3.95751,0.96
"2539",1,6127,"Calea Plevnei","+",0.1498,"TR",22.37,33.7,2.14968,0.95
"2540",1,6134,"Bulevardul Basarabia","+",0.07598,"TR",8.86,24.4,3.14159,0.88
"2541",1,6133,"Şoseaua Vergului","+",0.04373,"TR",9.07,27.5,3.14159,0.91
"2542",1,6132,"Şoseaua Pantelimon","+",0.55964,"TR",11.89,35.2,8.13435,0.99
"2543",1,6127,"Calea Plevnei","-",0.02403,"TR",27.26,34,0.95534,0.72
"2544",1,7830,"Strada Ştefan Furtună","-",0.12577,"TR",21.32,38.1,3.14537,0.72
"2545",1,7831,"Strada Făgăraş","-",0.22532,"TR",28.64,40,1.81787,0.72
"2546",1,6128,"Bulevardul Dinicu Golescu","-",0.19848,"TR",19.03,31,2.51543,0.72
"2547",1,6129,"Strada Berzei","-",0.08503,"TR",9.95,28.2,3.14159,0.79
"2548",1,6137,"Strada Progresului","+",0.02658,"TR",17.74,28,2.25456,0.9
"2549",1,6136,"Şoseaua Viilor","+",0.38352,"TR",13.6,35.7,8.14159,0.9
"2550",1,6132,"Şoseaua Pantelimon","-",0.08015,"TR",11.31,31.6,3.14159,0.82
"2551",1,6133,"Şoseaua Vergului","-",0.47948,"TR",26.34,38.1,2.68372,0.85
"2552",1,6134,"Bulevardul Basarabia","-",0.11971,"TR",17.1,24,1.41277,0.94
"2553",1,6136,"Şoseaua Viilor","-",0.04686,"TR",7.38,33.9,2.71828,0.97
"2554",1,6137,"Strada Progresului","-",0.36324,"TR",18.82,33.7,3.06474,0.86
"2555",1,6149,"Şoseaua Viilor","+",0.06459,"TR",10.62,34.9,8.33815,0.99
"2556",1,6148,"Calea Rahovei","+",0.11226,"TR",9.27,33.2,3.14159,0.99
"2557",1,6142,"Splaiul Unirii","+",0.02668,"TR",22.47,31,1.55052,0.84
"2558",1,6141,"Bulevardul Mircea Vodă","+",0.07172,"TR",24.12,32.6,1.46142,0.84
"2559",1,7811,"Intrarea Nerva Traian","+",0.2082,"TR",38.1,40,0.41412,0.81
"2560",1,7810,"Strada Dumitru Papazoglu","+",0.13217,"TR",41.96,40,0,0.82
"2561",1,7809,"Strada Panait Cerna","+",0.12616,"TR",24.16,40,2.79229,0.81
"2562",1,7808,"Strada Emil Gârleanu","+",0.20206,"TR",47.94,38.9,0,0.8
"2563",1,6140,"Bulevardul Octavian Goga","+",0.09471,"TR",22.23,25,0,0.96
"2564",1,6139,"Bulevardul Unirii","+",0.24451,"TR",8.7,29.3,8.3844,0.88
"2565",1,6139,"Bulevardul Unirii","-",0.01674,"TR",16.08,30,3.16577,0.95
"2566",1,6140,"Bulevardul Octavian Goga","-",0.23835,"TR",19.4,32.4,2.68284,0.97
"2567",1,7808,"Strada Emil Gârleanu","-",0.11586,"TR",46.04,39.7,0,0.78
"2568",1,7809,"Strada Panait Cerna","-",0.16515,"TR",49.97,40,0,0.77
"2569",1,7810,"Strada Dumitru Papazoglu","-",0.1242,"TR",50,40,0,0.88
"2570",1,7811,"Intrarea Nerva Traian","-",0.12568,"TR",30,30,0,0.91
"2571",1,6141,"Bulevardul Mircea Vodă","-",0.21632,"TR",10.48,30,6.0183,0.87
"2572",1,6142,"Splaiul Unirii","-",0.09238,"TR",9.43,22.6,3.14159,0.88
"2573",1,6146,"Bulevardul Aerogării / Strada Alexandru Şerbănescu","+",0.08786,"TR",47.51,40,0,0.87
"2574",1,7916,"Strada Smaranda Brăescu","+",0.15582,"TR",56.7,52.6,0,0.87
