"","id","PC","DE","QD","LE","TY","SP","FF","JF","CN","geometry"
"1",1,3211,"Strada Iancu Nicolae","-",0.04833,"TR",24.57,30,1.57353,0.93,list(c(26.10415, 26.10355, 44.51546, 44.51539))
"2",1,3212,"Şoseaua Bucureşti-Ploieşti","-",2.02487,"TR",50.6,46.1,0,0.95,list(c(26.10355, 26.10289, 44.51539, 44.51532), c(26.10289, 26.10288, 26.10287, 26.10284, 26.1028, 44.51532, 44.51534, 44.51535, 44.51536, 44.51536), c(26.1028, 26.10277, 26.10276, 26.10275, 26.10275, 44.51536, 44.51535, 44.51534, 44.51532, 44.5153), c(26.10275, 26.10248, 26.10219, 26.10173, 26.10128, 26.10032, 26.09686, 44.5153, 44.5153, 44.51532, 44.51537, 44.51542, 44.51552, 44.51587), c(26.09686, 26.09388, 26.09176, 44.51587, 44.51617, 44.51639), c(26.09176, 26.09154, 44.51639, 44.51641), c(26.09154, 
26.09097, 44.51641, 44.51647), c(26.09097, 26.09067, 44.51647, 44.5165), c(26.09067, 26.09053, 44.5165, 44.51651), c(26.09053, 26.09037, 44.51651, 44.51653), c(26.09037, 26.08958, 44.51653, 44.51661), c(26.08958, 26.08658, 44.51661, 44.51693), c(26.08658, 26.08606, 44.51693, 44.51698), c(26.08606, 26.08495, 44.51698, 44.51709), c(26.08495, 26.08461, 44.51709, 44.51712), c(26.08461, 26.0842, 44.51712, 44.51716), c(26.0842, 26.08282, 26.08268, 44.51716, 44.51731, 44.51732), c(26.08268, 26.08109, 44.51732, 
44.51749), c(26.08109, 26.08086, 26.08046, 44.51749, 44.51752, 44.51756), c(26.08046, 26.0801, 26.07983, 44.51756, 44.5176, 44.51763), c(26.07983, 26.07915, 44.51763, 44.51771), c(26.07915, 26.07893, 26.07886, 26.07876, 44.51771, 44.51777, 44.51779, 44.51782), c(26.07876, 26.07868, 26.07861, 26.0785, 44.51782, 44.51785, 44.51788, 44.51794))
"3",1,3216,"Şoseaua Nicolae Titulescu","+",0.01957,"TR",20.91,37.5,3.15047,0.93,list(c(26.07326, 26.07335, 44.45274, 44.4528), c(26.07335, 26.07344, 44.4528, 44.45286))
"4",1,8011,"Strada Teodosie Rudeanu","+",0.06241,"TR",17.59,36.9,3.84339,0.86,list(c(26.07344, 26.07376, 44.45286, 44.45306), c(26.07376, 26.07403, 44.45306, 44.45323))
"5",1,8010,"Strada G-Ral. Barbu Vlădoianu","+",0.11373,"TR",31.4,39.8,1.17968,0.88,list(c(26.07403, 26.07422, 44.45323, 44.45335), c(26.07422, 26.0748, 44.45335, 44.45371), c(26.0748, 26.07492, 26.07502, 26.07511, 44.45371, 44.45378, 44.45384, 44.4539))
"6",1,3215,"Strada Frosa Sarandy","+",0.18633,"TR",39.69,40,0.06748,0.88,list(c(26.07511, 26.0752, 26.07535, 44.4539, 44.45396, 44.45406), c(26.07535, 26.07545, 26.07556, 26.0757, 44.45406, 44.45412, 44.45419, 44.45427), c(26.0757, 26.07651, 44.45427, 44.45474), c(26.07651, 26.0769, 44.45474, 44.45498))
"7",1,8009,"Strada Scărlătescu","+",0.07659,"TR",38.76,40,0.26951,0.88,list(c(26.0769, 26.0774, 26.07752, 26.07764, 44.45498, 44.45529, 44.45536, 44.45542))
